春秋	左傳
以	與
與	人
人	之
之	不至
不	亦
亦	宜
宜	乎
息	有
有	違言
息侯	伐
伐	鄭
鄭伯	與
與	戰
戰	于
于	竟
息師	大敗
大敗	而
而	還
君子	是以
是以	知
知	息
息	之
之	將
將	亡
亡	也
不	度德
不	量力
不	親親
不	徵辭
不	察
察	有罪
犯	五
五	不
不	韙
而	以
以	伐
伐	人
其	喪
喪	師
師	也
不	亦
亦	宜
宜	乎
冬	十月
鄭伯	以
以	虢師
虢師	伐
伐	宋
大敗	宋師
以	報
報	其
其	入
入	鄭
鄭	也
宋	不
不	告命
故	不
不	書
凡	諸侯
諸侯	有
有	命
告	則
則	書
不	然
然	則
則	否
師	出
出	臧否
亦	如
如	之
雖及	滅國
滅	不
不	告敗
勝	不
不	告克
不	書
書	于
于	策
羽父	請
請	殺
殺	桓公
將	以
以	求
求	大宰
公	曰
爲	其
其	少
少	故
故	也
吾	將
將	授
授	之
之	矣
使	營
營	菟裘
吾	將
將	老
老	焉
羽父	懼
反	譖
譖	公
公	于
于	桓公
桓公	而
而	請
請	弑
弑	之
公	之
之	爲
爲	公子
公子	也
與	鄭人
鄭人	戰
戰	于
于	狐壤
止	焉
鄭人	囚
囚	諸
諸	尹氏
賂	尹氏
而	禱
禱	於
於	其
其	主
主	鍾巫
遂	與
與	尹氏
尹氏	歸
而	立
立	其
其	主
公	祭
祭	鍾巫
齊	于
于	社圃
館	于
于	寪氏
羽父	使
使	賊
賊	弑
弑	公
公	于
于	寪氏
立	桓公
而	討
討	寪氏
有	死者
不	書
書	葬
不	成
成	喪
喪	也
春秋	左傳
左傳	桓公
元年	春
公	卽位
修好	于
于	鄭
鄭人	請
請	復
復	祀
祀	周公
卒	易
易	祊田
公	許
許	之
鄭伯	以
以	璧
璧	假
假	許田
爲	周公
祊	故
故	也
夏	四月
四月	丁未
公	及
及	鄭伯
鄭伯	盟
盟	于
于	越
結	祊成
祊成	也
盟	曰
渝	盟
無	享
享	國
凡	平原
平原	出
出	水
水	爲
爲	大水
鄭伯	拜
拜	盟
宋	華父督
華父督	見
見	孔父
孔父	之
之	妻
妻	于
于	路
目	逆
逆	而
而	送
送	之
美	而
而	艷
二年	春
宋督	攻
攻	孔氏
殺	孔父
孔父	而
而	取
取	其
其	妻
公	怒
督	懼
遂	弑
弑	殤公
君子	以
以	督
督	爲
爲	有
有	無
無	君
君	之
之	心
而	後
後	動
動	於
於	惡
故	先
先	書
書	弑
弑	其
其	君
會	于
于	稷
以	成
成	宋亂
爲	賂
賂	故
立	華氏
華氏	也
宋殤公	立
十年	十一
十一	戰
民	不
不	堪
堪	命
孔父嘉	爲
爲	司馬
督	爲
爲	大宰
故	因
因	民
民	之
之	不
不	堪
堪	命
先	宣言
宣言	曰
司馬	則
則	然
已	殺
殺	孔父
孔父	而
而	弑
弑	殤公
召	莊公
莊公	于
于	鄭
鄭	而
而	立
立	之
以	親
親	鄭
以	郜
郜	大鼎
大鼎	賂
賂	公
鄭	皆
皆	有
有	賂
故	遂
遂	相
相	宋公
夏	四月
取	郜
郜	大鼎
大鼎	于
于	宋
納	于
于	大廟
非	禮
禮	也
臧哀伯	諫
諫	曰
君	人
人	者
將	昭
昭	德
德	塞
塞	違
以	臨照
臨照	百官
猶	懼
懼	或
或	失
失	之
故	昭
昭	令德
令德	以
以	示
示	子孫
是	以
以	清廟
清廟	茅屋
大路	越席
大羹	不致
粢食	不
不	鑿
昭	其
其	儉
儉	也
昭	其
其	度
度	也
昭	其
其	數
數	也
昭	其
其	文
文	也
五色	比象
昭	其
其	物
物	也
昭	其
其	聲
聲	也
三辰	旂旗
昭	其
其	明
明	也
夫	德
儉	而
而	有度
登降	有數
物	以
以	紀
紀	之
明	以
以	發
發	之
以	臨照
臨照	百官
百官	於
於	是
是	乎
乎	戒
戒	懼
而	不
不	敢
敢	易
易	紀律
今	滅德
滅德	立違
而	寘
寘	其
其	賂器
賂器	于
于	大廟
以	明示
明示	百官
百官	象
象	之
其	又
又	何
何	誅
誅	焉
國家	之
之	敗
由	官邪
官邪	也
官	之
之	失德
寵賂	章
章	也
郜鼎	在
在	廟
章	孰
孰	甚
甚	焉
武王	克
克	商
遷	九鼎
九鼎	于
于	雒邑
義士	猶
猶	或
或	非
非	之
而	況
況	將
將	昭
昭	違亂
違亂	之
之	賂器
賂器	於
於	大廟
其	若
若	之
之	何
公	不
不	聽
周	内史
内史	聞
聞	之
臧孫達	其
其	有
有	後
後	於
於	魯
魯	乎
君	違
不	忘
忘	諫
諫	之
之	以
以	德
杞侯	來
來	朝
不	敬
杞侯	歸
乃	謀
謀	伐
伐	之
鄭伯	會
會	于
于	鄧
始	懼
懼	楚
楚	也
入	杞
討	不
不	敬
敬	也
公	及
及	戎
戎	盟
盟	于
于	唐
修	舊好
舊好	也
公	至
至	自
自	唐
告	于
于	廟
廟	也
凡	公
公	行
告	于
于	宗廟
反	行
策勳	焉
禮	也
特	相會
往來	稱
稱	地
讓	事
事	也
自	參
參	以上
則	往
往	稱
稱	地
來	稱
稱	會
成	事
事	也
晉穆侯	之
之	夫人
夫人	姜氏
姜氏	以
以	條
條	之
之	役
役	生
生	大子
命	之
之	曰
曰	仇
其	弟
弟	以
以	千畝
千畝	之
之	戰
戰	生
命	之
之	曰
曰	成師
師服	曰
異	哉
君	之
之	名
名	子
子	也
夫	名
名	以
以	制義
義	以
以	出
出	禮
禮	以
以	體
體	政
政	以
以	正
正	民
是	以
以	政
政	成
成	而
而	民
民	聽
易	則
則	生
生	亂
嘉耦	曰
曰	妃
怨耦	曰
曰	仇
古	之
之	命
命	也
今	君
君	命
命	大子
大子	曰
曰	仇
弟	曰
曰	成師
始	兆
兆	亂
亂	矣
兄	其
其	替
替	乎
惠	之
之	二十四年
晉	始
始	亂
故	封
封	桓叔
桓叔	于
于	曲沃
靖侯	之
之	孫
孫	欒賓
欒賓	傅
傅	之
師服	曰
吾	聞
聞	國家
國家	之
之	立
立	也
本	大
大	而
而	末
末	小
是	以
以	能
能	固
故	天子
天子	建
建	國
諸侯	立
立	家
卿	置
置	側室
大夫	有
有	貳宗
士	有
有	隸
隸	子弟
各	有
有	分親
皆	有
有	等衰
是	以
以	民
民	服事
服事	其
其	上
而	下
下	無
無	覬覦
今	晉
甸侯	也
而	建
建	國
本	旣
旣	弱
弱	矣
其	能
能	久
久	乎
惠	之
之	三十年
晉潘父	弑
弑	昭侯
昭侯	而
而	納
納	桓叔
不	克
晉人	立
立	孝侯
惠	之
之	四十五年
曲沃	莊伯
莊伯	伐
伐	翼
弑	孝侯
翼人	立
立	其
其	弟
弟	鄂侯
鄂侯	生
生	哀侯
哀侯	侵
侵	陘庭
陘庭	之
之	田
陘庭	南鄙
南鄙	啟
啟	曲沃
曲沃	伐
伐	翼
三年	春
曲沃	武公
武公	伐
伐	翼
次	于
于	陘庭
韓萬	御
御	戎
梁弘	爲
爲	右
逐	翼侯
翼侯	于
于	汾隰
驂絓	而
而	止
夜	獲
獲	之
及	欒共叔
會	于
于	嬴
成昏	于
于	齊
齊	也
衞侯	胥命
胥命	于
于	蒲
不	盟
盟	也
公	會
會	杞侯
杞侯	于
于	郕
杞	求
求	成
成	也
公子翬	如
如	齊
齊	逆
逆	女
修	先君
先君	之
之	好
故	曰
齊侯	送
送	姜氏
姜氏	于
于	讙
非	禮
禮	也
凡	公女
嫁	于
于	敵國
則	上卿
上卿	送
送	之
以	禮
禮	於
於	先君
則	下卿
下卿	送
送	之
於	大國
雖	公子
亦	上卿
上卿	送
送	之
於	天子
則	諸卿
諸卿	皆
皆	行
公	不
不	自
自	送
於	小國
則	上大夫
上大夫	送
送	之
齊仲年	來
來	聘
致	夫人
夫人	也
芮伯萬	之
之	母
母	芮姜
芮姜	惡
惡	芮伯
芮伯	之
之	多
多	寵人
寵人	也
故	逐
逐	之
出居	于
于	魏
四年	春
春	正月
公	狩
狩	于
于	郎
禮	也
周宰	渠伯糾
渠伯糾	來
來	聘
父	在
故	名
秦師	侵
侵	芮
敗	焉
小	之
之	也
秦師	圍
圍	魏
執	芮伯
芮伯	以
以	歸
五年	春
春	正月
陳侯鲍	卒
再	赴
赴	也
於	是
是	陳
陳	亂
文公	子
子	佗
佗	殺
殺	大子
大子	免
免	而
而	代
代	之
公	疾病
疾病	而
而	亂
亂	作
國人	分散
故	再
再	赴
鄭伯	朝
朝	于
于	紀
欲	以
以	襲
襲	之
紀人	知
知	之
王	奪
奪	鄭伯
鄭伯	政
鄭伯	不
不	朝
王	以
以	諸侯
諸侯	伐
伐	鄭
鄭伯	禦
禦	之
王	爲
爲	中軍
虢公	林父
林父	將
將	右軍
衞人	属
属	焉
周公	黑肩
黑肩	將
將	左軍
陳人	属
属	焉
鄭子元	請
請	爲
爲	左拒
以	當
當	蔡人
爲	右拒
以	當
當	陳人
陳	亂
民	莫
莫	有
有	鬬心
若	先
先	犯
犯	之
必	奔
王	卒
卒	顧
顧	之
必	亂
衞	不
不	枝
固	將
將	先
先	奔
旣	而
而	萃
萃	於
於	王卒
可以	集事
從	之
曼伯	爲
爲	右拒
祭仲足	爲
爲	左拒
高渠彌	以
以	中軍
中軍	奉
奉	公
爲	魚麗
魚麗	之
之	陳
先	偏
偏	後
後	伍
伍	承彌
承彌	縫
戰	于
于	繻葛
命	二
二	拒
拒	曰
旝動	而
而	鼓
陳	皆
皆	奔
王	卒
卒	亂
鄭師	合
合	以
以	攻
攻	之
王	卒
卒	大敗
祝聃	射
射	王
王	中肩
王	亦
亦	能
能	軍
祝聃	請
請	從
從	之
公	曰
君子	不
不	欲
欲	多
多	上
上	人
況	敢
敢	陵
陵	天子
天子	乎
苟	自救
自救	也
社稷	無
無	隕
多	矣
鄭伯	使
使	祭仲
祭仲	劳
劳	王
且	問
問	左右
仍叔	之
之	子
子	來
來	聘
弱	也
大	雩
不時	也
凡	祀
啟蟄	而
而	郊
龍見	而
而	雩
始	殺
殺	而
而	嘗
閉蟄	而
而	烝
過	則
則	書
淳于公	如
如	曹
度	其
其	國危
遂	不
不	復
六年	春
自	曹
曹	來
來	朝
書	曰
不	復
復	其
其	國
國	也
楚武王	侵
侵	隨
使	薳章
薳章	求
求	成
成	焉
軍	於
於	瑕
瑕	以
以	待
待	之
隨人	使
使	少師
少師	董成
鬬伯比	言
言	于
于	楚子
楚子	曰
吾	不
不	得志
得志	於
於	漢東
漢東	也
我	則
則	使
使	然
我	張
張	吾
吾	三軍
而	被
被	吾
吾	甲兵
以	武
武	臨
臨	之
彼	則
則	懼
懼	而
而	協
協	以
以	謀
謀	我
故	難
難	閒
閒	也
漢東	之
之	國
隨	爲
爲	大
隨	張
必	棄
棄	小國
小國	離
楚	之
之	利
利	也
少師	侈
請	羸師
羸師	以
以	張
張	之
熊率且比	曰
季梁	在
何	益
鬬伯比	曰
以	爲
爲	後
後	圖
少師	得
得	其
其	君
王	毁軍
毁軍	而
而	納
納	少師
少師	歸
請	追
追	楚師
隨侯	將
將	許
許	之
季梁	止
止	之
之	曰
天	方
方	授
授	楚
楚	之
之	羸
其	誘
誘	我
我	也
君	何
何	急
急	焉
臣	聞
聞	小
小	之
之	能
能	敵
敵	大
大	也
小	道
道	大
大	淫
所	謂
謂	道
忠	於
於	民
民	而
而	信
信	於
於	神
神	也
上	思
思	利民
忠	也
祝史	正辭
信	也
今	民
民	餒
餒	而
而	君
君	逞
逞	欲
祝史	矯舉
矯舉	以
以	祭
臣	不知
不知	其
其	可
可	也
公	曰
吾	牲
牲	牷
牷	肥腯
粢盛	豐備
何	則
則	不
不	信
對	曰
夫	民
神	之
之	主
主	也
是	以
以	聖王
聖王	先
先	成民
成民	而
而	後
後	致力
致力	于
于	於
於	神
故	奉
奉	牲
牲	以
以	告
告	曰
博碩	肥腯
謂	民力
民力	之
之	普存
普存	也
謂	其
其	畜
畜	之
之	碩大
碩大	蕃滋
蕃滋	也
謂	其
其	不
不	疾
疾	瘯蠡
瘯蠡	也
謂	其
其	備腯
備腯	咸
咸	有
有	也
奉	盛
盛	以
以	告
告	曰
絜粢	豐盛
謂	其
其	三時
三時	不害
不害	而
而	民
民	和
和	年
年	豐
豐	也
奉	酒醴
酒醴	以
以	告
告	曰
嘉栗	旨酒
謂	其
其	上下
上下	皆
皆	有
有	嘉德
嘉德	而
而	無
無	違心
違心	也
所	謂
謂	馨香
無	讒慝
讒慝	也
故	務
務	其
其	三時
修	其
其	五教
親	其
其	九族
以	致
致	其
其	禋祀
於	是
是	乎
乎	民和
民和	而
而	神
神	降
降	之
之	福
故	動
動	則
則	有
有	成
今	民
民	各
各	有心
而	鬼神
鬼神	乏
乏	主
君	雖
雖	獨豐
其	何
何	福
福	之
之	有
君	姑
姑	修政
修政	而
而	親
親	兄弟
兄弟	之
之	國
庶	免
免	於
於	難
隨侯	懼
懼	而
而	修政
楚	不
不	敢
敢	伐
會	于
于	成
紀	來
來	諮謀
諮謀	齊難
齊難	也
北戎	伐
伐	齊
齊使	乞
乞	師
師	于
于	鄭
鄭大子忽	帥
帥	師
師	救
救	齊
大敗	戎師
获	其
其	二帥
二帥	大良
甲首	三百
以	獻
獻	於
於	齊
於	是
是	諸侯
諸侯	之
之	大夫
大夫	戍
戍	齊
齊人	饋
饋	之
之	餼
使	魯
魯	爲
爲	其
其	班
後	鄭
鄭忽	以
以	其
其	有功
有功	也
故	有郎
有郎	之
之	師
公	之
之	未
未	昏
昏	於
於	齊
齊	也
齊侯	欲
欲	以
以	文姜
文姜	妻
妻	鄭大子忽
大子忽	辭
人	問
問	其
其	故
大子	曰
人	各
各	有
有	耦
齊	大
非	吾
吾	耦
耦	也
詩	云
自求	多福
在	我
我	而已
大國	何
何	爲
君子	曰
善	自爲
自爲	謀
及	其
其	敗
敗	戎師
戎師	也
齊侯	又
又	請
請	妻
妻	之
固	辭
人	問
問	其
其	故
大子	曰
無事	於
於	齊
吾	猶
猶	不
不	敢
今	以
以	君命
君命	奔
奔	齊
齊	之
之	急
而	受
受	室
室	以
以	歸
是	以
以	師
師	昏
昏	也
民	其
其	謂
謂	我
我	何
遂	辭
辭	諸
諸	鄭伯
簡	車馬
車馬	也
九月	丁卯
子	同生
以	大子
大子	生
生	之
之	禮
禮	舉
舉	之
接	以
以	大牢
卜士	负
负	之
士妻	食
食	之
公	與
與	文姜
宗婦	命
命	之
公	問
問	名
名	於
於	申繻
對	曰
名	有
有	五
有	信
有	義
有	象
有	假
有	類
以	名
名	生
生	爲
爲	信
以	德
德	命
命	爲
爲	義
以	類
類	命
命	爲
爲	象
取	於
於	物
物	爲
爲	假
取	於
於	父
父	爲
爲	類
不	以
以	國
不	以
以	官
不	以
以	山川
不	以
以	隱疾
不	以
以	畜牲
不	以
以	器幣
周人	以
以	諱
諱	事
事	神
终	將
將	諱
諱	之
故	以
以	國
國	則
則	廢名
以	官
官	則
則	廢職
以	山川
山川	則
則	廢主
以	畜牲
畜牲	則
則	廢祀
以	器幣
器幣	則
則	廢禮
晉	以
以	僖侯
僖侯	廢
廢	司徒
宋	以
以	武公
武公	廢
廢	司空
先君	獻
武	廢
廢	二
二	山
是	以
以	大物
大物	不
不	可以
可以	命
公	曰
是	其
其	生
生	也
與	吾
吾	同物
命	之
之	曰
曰	同
紀侯	來
來	朝
請	王命
王命	以
以	求成
求成	于
于	齊
公	告
告	不能
七年	春
鄧侯	來
來	朝
賤	之
之	也
向	求成
求成	于
于	鄭
旣	而
而	背
背	之
衞人	伐
伐	盟
王	遷
遷	盟
向	之
之	民
民	于
于	郟
曲沃莊伯	誘
誘	晉
晉	小子
小子	侯
侯	殺
殺	之
八年	春
滅	翼
隨	少師
少師	有
有	寵
楚	鬬伯比
鬬伯比	曰
可	矣
讎	有
有	釁
不	可
可	失
失	也
楚子	合
合	諸侯
諸侯	于
于	沈鹿
隨	不
不	會
使	薳章
薳章	讓
讓	黃
楚子	伐
伐	隨
軍	于
于	漢
淮	之
之	間
季梁	請
請	下
下	之
弗	許
許	而
而	后
后	戰
所以	怒
怒	我
我	而
而	怠
怠	寇
寇	也
少師	謂
謂	隨侯
隨侯	曰
必	速
速	戰
不	然
將	失
失	楚師
隨侯	禦
禦	之
望	楚師
季梁	曰
楚人	上
上	左
君	必
必	左
無	與
與	王
王	遇
且	攻
攻	其
其	右
右	無
無	良
良	焉
必	敗
偏	敗
衆	乃
乃	攜
攜	矣
少師	曰
不	當
當	王
非	敵
敵	也
弗	從
戰	于
于	速杞
隨師	敗绩
隨侯	逸
鬬丹	獲
獲	其
其	戎車
與	其
其	戎右
戎右	少師
隨	及
及	楚
楚	平
楚子	將
將	不
不	許
鬬伯比	曰
天	去
去	其
其	疾
疾	矣
隨	未
未	可
可	克
克	也
乃	盟
盟	而
而	還
王	命
命	虢仲
虢仲	立
立	晉哀侯
晉哀侯	之
之	弟
弟	緡
緡	于
于	晉
祭公	來
遂	逆
逆	王后
王后	于
于	紀
禮	也
九年	春
紀季姜	歸
歸	于
于	京師
凡	諸侯
諸侯	之
之	女
女	行
唯	王后
王后	書
巴子	使
使	韓服
韓服	告
告	于
于	楚
請	與
與	鄧
鄧	爲好
楚子	使
使	道朔
道朔	將
將	巴客
巴客	以
以	聘
聘	於
於	鄧
鄧	南鄙
南鄙	鄾人
鄾人	攻
攻	而
而	奪
奪	之
之	幣
殺	道朔
道朔	及
及	巴
巴	行人
楚子	使
使	薳章
薳章	让
让	於
於	鄧
鄧人	弗
弗	受
楚	使
使	鬬廉
鬬廉	帥
帥	師
師	及
及	巴師
巴師	围
围	鄾
鄧	养甥
聃甥	帥
帥	師
師	救
救	鄾
三	逐
逐	巴師
不	克
鬬廉	横陳
横陳	其
其	師
師	於
於	巴師
巴師	之中
以	戰
而	北
鄧人	逐
逐	之
背	巴師
而	夾攻
夾攻	之
鄧師	大敗
鄾人	宵
宵	溃
賈伯	伐
伐	曲沃
曹大子	來
來	朝
賓	之
之	以
以	上卿
禮	也
享	曹大子
初	獻
樂	奏
奏	而
而	嘆
施父	曰
曹大子	其
其	有
有	憂
憂	乎
非	嘆
嘆	所
所	也
十年	春
曹桓公	卒
虢仲	譖
譖	其
其	大夫
大夫	詹父
詹父	於
於	王
詹父	有
有	辭
以	王師
王師	伐
伐	虢
虢公	出奔
出奔	虞
秦人	納
納	芮伯萬
芮伯萬	於
於	芮
虞叔	有
有	玉
虞公	求
求	旃
弗	獻
旣	而
而	悔
悔	之
周諺	有
有	之
匹夫	無
無	罪
懷	璧
璧	其
其	罪
吾	焉
焉	用
用	此
其	以
以	賈害
賈害	也
乃	獻
獻	之
又	求
求	其
其	宝剑
叔	曰
是	無
無	厭
厭	也
無	厭
將	及
及	我
遂	伐
伐	虞公
故	虞公
虞公	出奔
出奔	共池
鄭	來
來	戰
戰	于
于	郎
我	有
有	辭
辭	也
北戎	病
病	齊
諸侯	救
救	之
鄭公子忽	有
有	功
功	焉
齊人	餼
餼	諸侯
使	魯
魯	次
次	之
魯	以
以	周班
周班	後
後	鄭
鄭人	怒
請	師
師	於
於	齊
齊人	以
以	衞師
衞師	助
助	之
故	不
不	稱
稱	侵伐
先	書
書	齊
王爵	也
十一年	春
宋	盟
盟	于
于	惡曹
楚	屈瑕
屈瑕	將
